Code;Libellé;3LETTRES;Nouvelle Référence GLE;Serialisation;GAMME;CATEGORIE;COLLECTION;NATURE;FAMILLE;Stock;Emplacement stock;Valeur unitaire;Total;Fabricant;Ref. fabricant;Fournisseur;Réf fournisseur;Dépréciation;Code barre;Unité;Poids net;Poids brut;Prix;Prix ttc;Code tva;Taux tva;Catégorie;Sous catégorie;Garantie;Nombre de colis
A0WG0EJ;Drum Unit, original, magenta, in Konica Minolta Box, 20.000 prints;KON-;KON-A0WG0EJ;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ACCESSOIRES;;1;AMAZON;73;73;;;;;;39281053597;;;;160;192;1;20;;;;
A0WG03J;Drum Unit, original, black, in Konica Minolta Box, 20.000 prints;KON-;KON-A0WG03J;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ACCESSOIRES;;1;AMAZON;71,7;71,7;;;THS FRANCE;;;39281053634;;;;90;108;1;20;;;;
MTBC25R ;Toner, original, magenta, Konica-Minolta Box, 4.500 prints;KON-;KON-MTBC25R ;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ENCRES TONERS;;2;AMAZON;32,6;65,2;;;;;;A0X5353;;;;39,12;39,12;0;;;;;
MTBC25G ;Toner, original, yellow, Konica-Minolta Box, 4.500 prints;KON-;KON-MTBC25G ;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ENCRES TONERS;;2;AMAZON;32,6;65,2;;;;;;A0X5253;;;;39,12;39,12;0;;;;;
DT+203S;Develop Toner, original, Typ 213K ineo + 203, 253;RIC-;RIC-DT+203S;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;RICOH;ENCRES TONERS;;1;AMAZON;35,9;35,9;;;;;;1PA0D71D2;;;;49;58,8;1;20;;;;
MTBC35B ;Toner, original, cyan, Konica-Minolta Box, 4.500 prints;KON-;KON-MTBC35B ;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ENCRES TONERS;;1;AMAZON;22;22;;;;;;A0X5452;;;;28,2;33,84;1;20;;;;
TN213Y;CARTOUCHE TN213Y JAUNE INEO+203/253;BRO-;BRO-TN213Y;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;BROTHER;ENCRES TONERS;;1;AMAZON;;0;;;;;;1PA0D72D2;;;;135;162;1;20;;;;
TN213M;CARTOUCHE TN213 MAGENTA INEO+203/253;BRO-;BRO-TN213M;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;BROTHER;ENCRES TONERS;;3;AMAZON;;0;;;;;;1PA0D73D2;;;;80;96;1;20;;;;
TN213C;CARTOUCHE TN213 CYAN INEO-203/253;BRO-;BRO-TN213C;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;BROTHER;ENCRES TONERS;;1;AMAZON;;0;;;;;;1PA0D74D2;;;;;;1;20;;;;
TN-120;TONER 240F;BRO-;BRO-TN-120;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;BROTHER;ENCRES TONERS;;5;C3;;0;;;;;;TN-120;;;;149;178,8;1;20;;;;
Q6003A;Toner Magenta 2000p pour HP Color LaserJet 2600n;HEW-;HEW-Q6003A;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;HEWLETT PACKARD;ENCRES TONERS;;1;C3;;0;;;;;;Q6003A;;;;109;130,8;1;20;;;;
DR6000;TAMBOUR BROTHER HL 1240/1250/1270N;BRO-;BRO-DR6000;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;BROTHER;ENCRES TONERS;;1;C4;;0;;;;;;DR6000;;;;136;163,2;1;20;;;;
C540X75G;Lexmark - Collecteur de toner usagé LCCP - pour Lexmark CS310, CS410, CS510, CX4;LEX-;LEX-C540X75G;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;LEXMARK;ACCESSOIRES;;4;BUREAU COMPTA+C3;;0;;;TECH DATA;1662650;;734646074148;;;;8,42;10,104;1;20;;;;
ATB-C253;Waste Toner Box, kompatibel, FOR USE IN;KON-;KON-ATB-C253;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ACCESSOIRES;;1;AMAZON;;0;;;THS FRANCE;ATB-C253;;4049816001579;;;;30;36;1;20;Consommables;;;
A0XV-1TD;Drum unit DR311;DEV-;DEV-A0XV-1TD;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;DEVELOP;ENCRES TONERS;;1;AMAZON;;0;;;;;;A0XV-1TD;;;;350;420;1;20;;;;
A0X5350;Toner original, magenta pour 4700 series;DEV-;DEV-A0X5350;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;DEVELOP;ENCRES TONERS;;1;C4;;0;;;;;;39281052897;;;;;;1;20;;;;
A0X5151;Toner original, blue pour 4700 series;DEV-;DEV-A0X5151;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;DEVELOP;ENCRES TONERS;;1;C4;;0;;;;A0X5151;;A0X5151;;;;76,8;92,16;1;20;;;;
A0WG13J;Drum Unit, original, black, in Konica Minolta Box, 20.000 prints;DEV-;DEV-A0WG13J;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;DEVELOP;ENCRES TONERS;;1;C3;;0;;;;;;A0WG13J;;;;90;108;1;20;Consommables;;;
A0TM450;Konica minolta toner original TN613C;KON-;KON-A0TM450;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ENCRES TONERS;;1;C3;;0;;;THS FRANCE;MTBC552B;;AC4503713C;;;;104,16;124,992;1;20;Composants;;;
A0TM350;Konica minolta toner original tn613M;KON-;KON-A0TM350;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ENCRES TONERS;;1;C3;;0;;;THS FRANCE;MTBC552R;;AM3503Y21C;;;;104,16;124,992;1;20;;;;
A06V453;KONICA-MINOLTAMAGICOLOR5550-;KON-;KON-A06V453;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ENCRES TONERS;;1;AMAZON;;0;;;;;;39281044571;;;;179;214,8;1;20;;;;
A06V152;Konica Minolta Cartouche de toner - Pack de 1 Noir;KON-;KON-A06V152;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ENCRES TONERS;;1;AMAZON;;0;;;;;;39281044229;;;;;;1;20;;;;
A03100H;Drum Unit, modified, black, in Neutral Box, 30.000 prints;KON-;KON-A03100H;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ACCESSOIRES;;2;C3;;0;;;THS FRANCE;MD-5550S;;4049816011011;;;;126,72;152,064;1;20;Accessoires;;;
70C0D40;Lexmark 700D4 - Jaune - original - kit de développement LCCP - pour Lexmark CS31;LEX-;LEX-70C0D40;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;LEXMARK;ENCRES TONERS;;1;BUREAU COMPTA;;0;;;DEXXON MEDIA;70C0D40;;734646436489;;;;38,55;46,26;1;20;Consommables;Consommables pour imprimantes ;;
40X7623;Kit de fusion Lexmark C2130;LEX-;LEX-40X7623;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;LEXMARK;ACCESSOIRES;;1;BUREAU COMPTA;;0;;;;;;40X7623;;;;;;1;20;;;;
9004447;TONER NOIR MONOBLOC 2200P B2500/20/40;OKI-;OKI-9004447;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;OKI;ENCRES TONERS;;1;AB2;;0;;;;;;252690825;;;;99;118,8;1;20;;;;
02300GS06407;Ruban Zebra 02300GS06407 - Transfert thermique - Ruban 64 mm x 74 m - 12 / Boîte;ZEB-;ZEB-02300GS06407;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;ZEBRA;ENCRES TONERS;;6;AMAZON;;0;;;INGRAM MICRO;V363826;;;;;;22,93;27,516;1;20;Consommables;;;
865408-B21;HPE 500W FS Plat Ht Plg LH Pwr Sply Kit;HEW-;HEW-865408-B21;NUFARTSTKSERIE;MATERIEL;ECRANS;HEWLETT PACKARD;;;1;C1;242,59;242,59;;;;;;;;;;270;324;1;20;;;;
2100307;Volets 120x100 Triptyque BASIC+ VPI tactile;VAN-;VAN-2100307;NUFARTSTKSERIE;MATERIEL;ECRANS;VANERUM;EDUCATION;;2;STOCK AVEC TABLEAU À DROITE;86;172;;;;;;;;;;175;210;1;20;;;;
B2482HS-B5;"iiyama 24"" LED - ProLite B2482HS-B5 1920 x 1080 pixels - 1 ms (gris à gris) - Format large 16/9 - Dalle TN - VGA/DVI/HDMI - Pivot - Noir";IIY-;IIY-B2482HS-B5;NUFARTSTKSERIE;MATERIEL;ECRANS;IIYAMA;;;1;;110,85;110,85;;;;;;;;;;133,29;159,948;1;20;;;;
VA2210-MH;"ViewSonic 21.5"" LED - VA2210-MH 1920 x 1080 pixels - 5 ms - Format large 16/9 - Dalle IPS - HDMI - Noir";VIE-;VIE-VA2210-MH;NUFARTSTKSERIE;MATERIEL;ECRANS;VIEWSONIC;;;1;D5;66,79;66,79;;;;;;;;;;74,96;89,952;1;20;;;;
VA705B;"Ec 17"" Viewsonic VA705B 1280 x 1024 - 280 cd/m_ - 1000:1 - VGA - Noir";VIE-;VIE-VA705B;NUFARTSTKSERIE;MATERIEL;ECRANS;VIEWSONIC;;;1;D0;;0;;;;;;766907433111;;;;;;1;20;;;;
ACTIVBOARD6TOUCH88D;PROMETHEAN - Tableau ABTOUCH non effaçable à sec;PRO-;PRO-ACTIVBOARD6TOUCH88D;NUFARTSTKSERIE;MATERIEL;ECRANS;PROMOTHEAN;EDUCATION;;1;ATELIER;;0;;;;;;ACTBOARD6TCH88D;;;;990;1188;1;20;;;;
5J.J8M10.001;Benq WM04G4 5J.J8M10.001 Wall Projector Mount for Benq Ultra Short Projectors;BEN-;BEN-5J.J8M10.001;NUFARTSTKSERIE;MATERIEL;ECRANS;BENQ;;;1;A0;;0;;;;;;4718755051852;;;;;;1;20;;;;
929593;Ricoh SP 220NW - imprimante - monochrome - laser Aficio / (A4, 23 ppm imprimante, réseau, GDI, Wi-Fi);RIC-;RIC-929593;NUFARTSTKSERIE;MATERIEL;IMPRIMANTES;RICOH;LASER;;1;ÉTAGERE BLANCHE;71,05;71,05;;;;;;4961311913419;;;;98;117,6;1;20;Périphériques;Imprimante / Fax ;;
D4H28B#BHC;HP Officejet 2622 All-in-One - Imprimante multifonctions - couleur - jet d'encre;HEW-;HEW-D4H28B#BHC;NUFARTSTKSERIE;MATERIEL;IMPRIMANTES;HEWLETT PACKARD;MULTIFONCTIONS;;1;ÉTAGÈRE BLANCHE;;0;;;TECH DATA;2972103;;887758561966;;;;61;73,2;1;20;;;;
CB774B;IMPRIMANTE HP Deskjet D5560;HEW-;HEW-CB774B;NUFARTSTKSERIE;MATERIEL;IMPRIMANTES;HEWLETT PACKARD;JET D'ENCRE;;1;C2;;0;;;;;;884962006597;;;;85;102;1;20;;;;
C800322;Epson LQ-2190 Push/Pull Tractor Unit;EPS-;EPS-C800322;NUFARTSTKSERIE;MATERIEL;IMPRIMANTES;EPSON;MATRICIELLE;;1;C4;;0;;;;;;C800322;;;;;;1;20;;;;
C11CC91303;Epson Expression Home XP-415 - Imprimante multifonctions - couleur - jet d'encre;EPS-;EPS-C11CC91303;NUFARTSTKSERIE;MATERIEL;IMPRIMANTES;EPSON;MULTIFONCTIONS;;1;ÉTAGÈRE BLANCHE;;0;;;TECH DATA;2788211;;C11CC91303;;;;83,33;99,996;1;20;Périphériques;;;
IPH6-64GO-NOIR-NF;Iphone 6 64Go Noir - Non fonctionnel;APP-;APP-IPH6-64GO-NOIR-NF;NUFARTSTKSERIE;MATERIEL;IPHONE;APPLE;;;19;BUREAU ÉTAGE;30;570;;;;;;;;;;;;1;20;;;;
021-10597;Microsoft®Office 2019 Sngl Academic OLP 1License NoLevel;MIC-;MIC-021-10597;NUFARTSTKSTD;LOGICIELS;LOGICIELS;MICROSOFT;BUREAUTIQUE;;32;;57,15;1828,8;;;;;;;;;;74,49;89,388;1;20;;;;
WIN7;Windows 7;MIC-;MIC-WIN7;NUFARTSTKSTD;LOGICIELS;LOGICIELS;MICROSOFT;SYSTEME;;68;C2;11;748;;;;;;WIN7;;;;15;18;1;20;;;;
7S050015WW;Microsoft Windows Server 2019 Standard Licence OEM ROK Multilingual;MIC-;MIC-7S050015WW;NUFARTSTKSTD;LOGICIELS;LOGICIELS;MICROSOFT;SYSTEME;;1;;657,61;657,61;;;;;;;;;;802;962,4;1;20;;;;
NB1Z1CSEK;XG 106 rev.1 EnterpriseProtect, 1-year (EU/UK/US power cord);SOP-;SOP-NB1Z1CSEK;NUFARTSTKSTD;LOGICIELS;LOGICIELS;SOPHOS;ANTI VIRUS;;1;;392,8;392,8;;;;;;;;;;623;747,6;1;20;;;;
T5D-03183;Microsoft Office Home and Business 2019;MIC-;MIC-T5D-03183;NUFARTSTKSTD;LOGICIELS;LOGICIELS;MICROSOFT;BUREAUTIQUE;;2;;196;392;;;;;;;;;;254,98;305,976;1;20;;;;
CIRG2GTAA;Central Intercept X - 50-99 USERS - 24 MOS - RENEWAL - GOV [ 24 month(s)];SOP-;SOP-CIRG2GTAA;NUFARTSTKSTD;LOGICIELS;LOGICIELS;SOPHOS;ANTI VIRUS;;10;TÉLÉCHARGEMENT;36,96;369,6;;;;;;;;;;47,78;57,336;1;20;;;;
CIRF2GTAA;Central Intercept X - 25-49 USERS - 24 MOS - RENEWAL - GOV [ 24 month(s)];SOP-;SOP-CIRF2GTAA;NUFARTSTKSTD;LOGICIELS;LOGICIELS;SOPHOS;ANTI VIRUS;;6;TÉLÉCHARGEMENT;39,96;239,76;;;;;;;;;;49,49;59,388;1;20;;;;
T5D-03351;Office Home and Business 2019 French France Only Mdls Save Now P6;MIC-;MIC-T5D-03351;NUFARTSTKSTD;LOGICIELS;LOGICIELS;MICROSOFT;BUREAUTIQUE;;1;;202,18;202,18;;;;;;;;;;299;358,8;1;20;;;;
T5D-02840;Microsoft Office Home and Business 2016 Ensemble de boîtes 1 PC 32/64-bit, sans support, P2 Win français zone euro;MIC-;MIC-T5D-02840;NUFARTSTKSTD;LOGICIELS;LOGICIELS;MICROSOFT;BUREAUTIQUE;;1;C3;187,85;187,85;;;889 842 090 598 889 000 000 000;;;889842090598;;;;232,5;279;1;20;;;;
WIN10;Windows 10;MIC-;MIC-WIN10;NUFARTSTKSTD;LOGICIELS;LOGICIELS;MICROSOFT;SYSTEME;;17;C3;11;187;;;;;;WIN10;;;;49;58,8;1;20;;;;
AH-HM-LIC;HiveManager Classic Perpetual license for one (1) Aerohive Device (AP, Router or Switch). Can only be used with HiveManager NMS Virtual Appliance or High Capacity HiveManager (1U) NMS Appliance.     ;AER-;AER-AH-HM-LIC;NUFARTSTKSTD;LOGICIELS;LOGICIELS;AEROHIVE;RESEAU;;1;D2;178,75;178,75;;;;;;AH-HM-VA   ;;;;275;330;1;20;;;;
165470;Exchange online (Plan 1);MIC-;MIC-165470;NUFARTSTKSTD;LOGICIELS;LOGICIELS;MICROSOFT;MESSAGERIE;;56;;2,84;159,04;;;;;;;;;;5,84;7,008;1;20;;;;
CSAE0GTAA;Central Intercept X Advanced for Server - 10-24 SERVERS - GOV [ 1 Mois];SOP-;SOP-CSAE0GTAA;NUFARTSTKSTD;LOGICIELS;LOGICIELS;SOPHOS;ANTI VIRUS;;18;;5,85;105,3;;;;;;;;;;7,7;9,24;1;20;;;;
CIRG0GTAA;Central Intercept X - 50-99 USERS - 1 MOS EXT - GOV [ 1 month(s)];SOP-;SOP-CIRG0GTAA;NUFARTSTKSTD;LOGICIELS;LOGICIELS;SOPHOS;ANTI VIRUS;;40;TELECHARGEMENT;2,05;82;;;;;;;;;;2,65;3,18;1;20;;;;
ENAMUL-L3;Antivirus ESET NOD32 LIC Pleine TPE/PME 3ans;ESE-;ESE-ENAMUL-L3;NUFARTSTKSTD;LOGICIELS;LOGICIELS;ESET;ANTI VIRUS;;1;TÉLÉCHARGEMENT;40,6;40,6;;;;;;;;;;90;108;1;20;;;;
ENAMUL-R3;ESET NOD32 Antivirus multiposte TPE PME - Renouvellement 3 ans;ESE-;ESE-ENAMUL-R3;NUFARTSTKSTD;LOGICIELS;LOGICIELS;ESET;ANTI VIRUS;;1;;18,43;18,43;;;;;;;;;;70;84;1;20;;;;
701607-A21;Microsoft Windows Server 2012 - Licence - 5 licences d'accès client périphérique;MIC-;MIC-701607-A21;NUFARTSTKSTD;LOGICIELS;LOGICIELS;MICROSOFT;SYSTEME;;3;K2;;0;;;TECH DATA;2576246;;4948382958037;;;;110;132;1;20;Logiciels;;;
S7129ZM/A;"AppleCare Protection Plan for MB 12""/MB Air/MBP 13""";APP-;APP-S7129ZM/A;NUFARTSTKSTD;LOGICIELS;MAINTENANCE CONSTRUCTEUR;APPLE;EXTENSION DE GARANTIE;;-1;;131,04;0;;;;;;;;;;207,5;249;1;20;;;;
S6120ZM/A;APPLECARE+ FOR MAC MINI;APP-;APP-S6120ZM/A;NUFARTSTKSTD;LOGICIELS;MAINTENANCE CONSTRUCTEUR;APPLE;EXTENSION DE GARANTIE;;-1;;119;0;;;;;;;;;;99,16;118,992;1;20;;;;
ACX13-006966NB;ASUS Care Contrat de maintenance prolongépièces et main d'oeuvre  3 années sur site J+1;ASU-;ASU-ACX13-006966NB;NUFARTSTKSTD;PRESTATION EXTERNE;MAINTENANCE CONSTRUCTEUR;ASUS;EXTENSION DE GARANTIE;;-2;;80,1;0;;;;;;;;;;107,5;129;1;20;;;;
DS218J;Synology DiskStation DS218j;SYN-;SYN-DS218J;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;SYNOLOGY;DD RAID;;1;;151;151;;;;;;;;;;149,96;179,952;1;20;;;;
STFR2000403;LaCie Rugged Secure USB-C (2 To) Disque dur externe antichoc 2.5'' sur ports USB 3.0 type-C / Thunderbolt 3 (garantie constructeur 2 ans);LAC-;LAC-STFR2000403;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;LACIE;DD NOMADE;;1;;116,91;116,91;;;;;;;;;;141,62;169,944;1;20;;;;
BX500CI;Back-UPS 500VA AVR IEC outlets line interactive;APC-;APC-BX500CI;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;APC;ONDULEURS;;1;C1;46,77;46,77;;;;;;;;;;109;130,8;1;20;;;;
CDEXTERNE1;Lecteur CD DVD Graveur Externe, USB 3.0 Ultra Slim Portable Graveur de CD-RW DVD-RW pour Notebook / Desktops Windows 2003/Vista/XP/7/8.1/10/Linux /Mac OS;GEN-;GEN-CDEXTERNE1;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;GENERIQUE;GRAVEURS;;1;D3;17,49;17,49;;;;;;X000QTI5VT;;;;29;34,8;1;20;;;;
VS-2004L;NAS QNAP VS-2004L;QNA-;QNA-VS-2004L;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;QNAP;DD RAID;;2;E2;;0;;;;VS-2004L;;VS-2004L;;;;320;384;1;20;;;;
SNP-3120VHP;E9K - SAMSUNG SNP-3120VHP PTZ DOME CCTV CAMERA H.264 600TVL IP POE NETWORK CAT5;SAM-;SAM-SNP-3120VHP;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;SAMSUNG;VIDEO;;1;E2;;0;;;;;;SNP-3120VHP;;;;1325;1590;1;20;;;;
SNP-3120VHN;"4CIF 12x Network PTZ Dome Camera; 811(H) X 508(V) Pixels; IP66 Rated Ingress Pro";SAM-;SAM-SNP-3120VHN;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;SAMSUNG;VIDEO;;1;E3;;0;;;;;;SNP-3120VHN;;;;1325;1590;1;20;;;;
SBB-D32CX2EN;Set Back Box 32 Go Samsung SBB-D32CX2 Dual Core;SAM-;SAM-SBB-D32CX2EN;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;SAMSUNG;VIDEO;;1;C4;;0;;;C2M-INTELWARE;SBB-D32CX2EN;;SBB-D32CX2EN;;;;700;840;1;20;;;;
Q3841A;SCANNER HP SCANJET 2400;HEW-;HEW-Q3841A;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;HEWLETT PACKARD;SCANNERS;;1;ÉTAGERE BLANCHE;;0;;;;;;Q3841A;;;;;;1;20;;;;
DVRH264;Digital Video Recorder H264;GEN-;GEN-DVRH264;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;GENERIQUE;VIDEO;;1;E1;;0;;;;DVRH264;;DVRH264;;;;170;204;1;20;;;;
DS-2CD752MF-FB;Camera dome Hikvision;HIK-;HIK-DS-2CD752MF-FB;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;HIKVISION;VIDEO;;1;D3;;0;;;;DS-2CD752MF-FB;;DS-2CD752MF-FB;;;;1000;1200;1;20;;;;
DCCDC;Digital CCD Camera;GEN-;GEN-DCCDC;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;GENERIQUE;VIDEO;;2;C4;;0;;;;DCCDC;;DCCDC;;;;150;180;1;20;;;;
B11B193012;Scanner Epson V30;EPS-;EPS-B11B193012;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;EPSON;SCANNERS;;1;C0;;0;;;;;;B11B193012;;;;50;60;1;20;;;;
AST-NC3603M2;Camera AAsset;AAS-;AAS-AST-NC3603M2;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;AASSET;VIDEO;;1;E3;;0;;;AASSET SECURITY;AST-NC3603M2;;AST-NC3603M2;;;;500;600;1;20;;;;
960-001063;Logitech HD Webcam C270 - Webcam;LOG-;LOG-960-001063;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;LOGITECH;VIDEO;;-1;;22,8;0;;;;;;;;;;27,99;33,588;1;20;;;;
960-001055;LOGITECH HD PRO WEBCAM C920 REFRESH Webcam Full HD 1080p avec deux microphones intégrés;LOG-;LOG-960-001055;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;LOGITECH;VIDEO;;-1;;55,311;0;;;;;;;;;;83,29;99,948;1;20;;;;
3S550FR;Eaton 3S - Onduleur - 330 Watt - 550 VA 5 Ah - connecteurs de sortie : 6 - France - noir;EAT-;EAT-3S550FR;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;EATON;ONDULEURS;;-1;J1;53,45;0;;;;;;P004H36EAV;;;;114,26;137,112;1;20;;;;
20-01165-20;Smart Document Camera SDC-330;SMA-;SMA-20-01165-20;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;SMART TECHNOLOGIE;CAMERA;;1;C0;;0;;;;20-01165-20;;20-01165-20;;;;950;1140;1;20;;;;
9VZ37EA-D41;"HP ProBook 440 G7 Core i5 10210U / 1.6 GHz - 8 Go RAM - 256 Go SSD NVMe 14"" IPS 1920 x 1080 (Full HD) - UHD Graphics 620  Wi-Fi, Bluetooth - clavier : Français Win 10 Pro 64 bits";HEW-;HEW-9VZ37EA-D41;NUFARTSTKSERIE;MATERIEL;PORTABLES WINDOWS;HEWLETT PACKARD;;;100;;577;57700;;;;;;;;;;719;862,8;1;20;;;;
9VZ31EA#ABF;"HP ProBook 450 G7 Core i3 10110U / 2.1 GHz Win 10 Pro 64 bits 8 Go RAM 256 Go SSD NVMe 15.6"" 1366 x 768 (HD) UHD Graphics 620 Bluetooth, Wi-Fi argent de brochet";HEW-;HEW-9VZ31EA#ABF;NUFARTSTKSERIE;MATERIEL;PORTABLES WINDOWS;HEWLETT PACKARD;;;1;;605,97;605,97;;;;;;;;;;708,29;849,948;1;20;;;;
A1PYS20E111Y;"TOSHIBA / DYNABOOK SATELLITE PRO C50-E-10C Intel Core i3-8130U 8 Go SSD 256 Go 15.6"" LED Full HD Wi-Fi AC/Bluetooth Webcam Windows 10 Professionnel 64 bits";TOS-;TOS-A1PYS20E111Y;NUFARTSTKSERIE;MATERIEL;PORTABLES WINDOWS;TOSHIBA;;;1;;456,186;456,19;;;;;;;;;;541,62;649,944;1;20;;;;
90NB0QU3-M00560;"ASUS P1504JA-BR048R Intel Core i3-1005G1 4 Go SSD 256 Go 15.6"" LED HD Wi-Fi AC/Bluetooth Webcam Windows 10 Professionnel 64 bits";ASU-;ASU-90NB0QU3-M00560;NUFARTSTKSERIE;MATERIEL;PORTABLES WINDOWS;ASUS;;;1;;447,04;447,04;;;;;;;;;;499,96;599,952;1;20;;;;
2061404;Plastron 45x45 HDMI 1.4 F-M - AWG28 - 5m;NEK-;NEK-2061404;NUFARTSTKSTD;MATERIEL;RESEAU;NEKLAN;ACCESSOIRES;;47;L3;16,41;771,27;;;NEKLAN;;;3662247180920;;;;19;22,8;1;20;Audio/Vidéo/Image;Audio Professionnel;;
SF350-24P-K9-EU;Cisco SF350-24P Switch Fast Ethernet manageable Small Business 24 ports 10/100 PoE+ 2 ports combo Gigabit Ethernet / SFP 2 SFP;CIS-;CIS-SF350-24P-K9-EU;NUFARTSTKSERIE;MATERIEL;RESEAU;CISCO;SWITCH;;2;;297,63;595,26;;;;;;;;;;358,29;429,948;1;20;;;;
9951017;Boitier saillie alu 45x45 – 3 box 45x45 (185x70x60 mm);RES-;RES-9951017;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;;24;L3;22,28;534,72;;;;;;3662247189725;;;;29;34,8;1;20;;;;
SG220-50P-K9-EU;Switch Smart Plus Gigabit 48 ports PoE + 2 ports combo SFP;CIS-;CIS-SG220-50P-K9-EU;NUFARTSTKSERIE;MATERIEL;RESEAU;CISCO;SWITCH;;1;D2;522,9;522,9;;;;;;810354024771;;;;641,63;769,956;1;20;;;;
UB-AMO5G13;Antenne omnidirectionnelle 13dBi 2x2N 5Ghz;UBI-;UBI-UB-AMO5G13;NUFARTSTKSERIE;MATERIEL;RESEAU;UBIQUITI;WIFI;;2;A2;151,79;303,58;;;;;;UB-AMO5G13;;;;189,73;227,676;1;20;;;;
ANTRAD9;Antenne radio 9dbi;ANT-;ANT-ANTRAD9;NUFARTSTKSERIE;MATERIEL;RESEAU;ANTRAD;WIFI;;2;A2;150;300;;;;ANTRAD9;;ANTRAD9;;;;600;720;1;20;;;;
J9983A;Switch 24 ports 10/100/1000 PoE+ (dont 12 ports compatibles PoE/PoE+, et 2 ports SFP 100/1000);HEW-;HEW-J9983A;NUFARTSTKSERIE;MATERIEL;RESEAU;HEWLETT PACKARD;SWITCH;;1;;228,93;228,93;;;;;;;;;;291,63;349,956;1;20;;;;
UB-US24;Unifi Switch 24 Giga + 2 SFP;UBI-;UBI-UB-US24;NUFARTSTKSERIE;MATERIEL;RESEAU;UBIQUITI;SWITCH;;1;D2;200,52;200,52;;;;;;810354024771;;;;250,01;300,012;1;20;;;;
85531;Câble réseau SC multi-mode (M) pour LC multi-mode (M) 1 m fibre optique 50 / 125 microns;CAB-;CAB-85531;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;;12;;16,05;192,6;;;;;;;;;;21;25,2;1;20;;;;
FTP6-300LS;Bobine de Câble RJ45 FTP CAT6 - 300 Mètres Monobrin LSZH 4 paires torsadées pour câblage des locaux uniquement;CAB-;CAB-FTP6-300LS;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;;1;;179,82;179,82;;;;;;;;;;224,77;269,724;1;20;;;;
JL381A;Commutateur Ethernet HP OfficeConnect 1920S 24G 2SFP 24 Ports Gérable - 24 x Gigabit Ethernet Réseau, 2 x Gigabit Ethernet Uplink - Modulaire - Paire torsadée, Fibre Optique - 3 Couche supportée - 1U Haut - Montable en rack;HEW-;HEW-JL381A;NUFARTSTKSERIE;MATERIEL;RESEAU;HEWLETT PACKARD;SWITCH;;1;C1;171,91;171,91;;;;;;190017137407;;;;409;490,8;1;20;;;;
