Code;Libellé;STOCK À TRANSFÉRER SUR GLE;3LETTRES;Nouvelle Référence GLE;Serialisation;GAMME;CATEGORIE;COLLECTION;NATURE;FAMILLE;N° DE SÉRIE;Prix vente HT;Prix achat HT;Emplacement stock;Nom fournisseur;Code barre;
A0WG0KJ;Drum Unit, original, cyan, in Konica Minolta Box, 20.000 prints;1;KON-;KON-A0WG0KJ;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ACCESSOIRES;0;; 	165,00  € ; 	-      ;AMAZON;THS;39281053610;
A0WG13J;Drum Unit, original, black, in Konica Minolta Box, 20.000 prints ;1;DEV-;DEV-A0WG13J;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;DEVELOP;ENCRES TONERS;0;; 	90,00  € ; 	-      ;C3;;A0WG13J;
A0WG03J;Drum Unit, original, black, in Konica Minolta Box, 20.000 prints ;1;KON-;KON-A0WG03J;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;KONICA;ACCESSOIRES;0;; 	90,00  € ; 	160,00  € ;AMAZON;THS;39281053634;
A0XV-1TD;Drum unit DR311;1;DEV-;DEV-A0XV-1TD;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;DEVELOP;ENCRES TONERS;0;; 	350,00  € ; 	-      ;AMAZON;;A0XV-1TD;
DVRH264;Digital Video Recorder H264;1;GEN-;GEN-DVRH264;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;GENERIQUE;VIDEO;0;; 	170,00  € ; 	-      ;E1;;DVRH264;
DT+203S;Develop Toner, original, Typ 213K ineo + 203, 253;1;RIC-;RIC-DT+203S;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;RICOH;ENCRES TONERS;0;; 	49,00  € ; 	49,00  € ;AMAZON;THS;1PA0D71D2;
407-BBOS;"Dell Module transmetteur SFP (mini-GBIC) GigE 1000Base-T pour EMC Networking N3132; EMC PowerEdge R440, R540, R740, R940, T440, T640; Networking S6010";1;DEL-;DEL-407-BBOS;NUFARTSTKSTD;MATERIEL;RESEAU;DELL;ACCESSOIRES;0;; 	95,00  € ; 	107,10  € ;;TECH DATA FRANCE;;
CT8G3S160BMCEU;Crucial 8Go DDR3 1600 MT/s (PC3-12800) SODIMM 204-Pin Memory for Mac - CT8G3S160BMCEU ;1;CRU-;CRU-CT8G3S160BMCEU;NUFARTSTKSTD;MATERIEL;COMPOSANTS;CRUCIAL;MEMOIRES;0;; 	79,00  € ; 	55,00  € ;C3;AMAZON;649528762344;
2052042;Cordon Display Port 1.2 M vers HDMI 1.4 M - AWG30 - 3m;1;CAB-;CAB-2052042;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;GENERIQUE;0;0;; 	13,00  € ; 	13,00  € ;;NEKLAN;;
F2F90207-02M;COND PTCH,ST * /SC,8.3/125>62.5/125,2M;1;BEL-;BEL-F2F90207-02M;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;BELKIN;0;0;; 	71,46  € ; 	-      ;K4;;722868621004;
JL381A;Commutateur Ethernet HP OfficeConnect 1920S 24G 2SFP 24 Ports Gérable - 24 x Gigabit Ethernet Réseau, 2 x Gigabit Ethernet Uplink - Modulaire - Paire torsadée, Fibre Optique - 3 Couche supportée - 1U Haut - Montable en rack;1;HEW-;HEW-JL381A;NUFARTSTKSERIE;MATERIEL;RESEAU;HEWLETT PACKARD;SWITCH;0;CN88K3L4G5; 	409,00  € ; 	339,15  € ;C1;INGRAM MICRO;190017137407;
SCHNSYPLM43G;COF.IP66POL430X330X200PL.;1;SCH-;SCH-SCHNSYPLM43G;NUFARTSTKSTD;MATERIEL;RESEAU;SCHNEIDER;ACCESSOIRES;0;; 	159,00  € ; 	153,00  € ;D5;REXEL;3606480776519;
JD-0710FR-2;CHERRY DW 3000 Ensemble clavier et souris sans fil RF, 2.4 GHz français (AZERTY) noir;1;CHE-;CHE-JD-0710FR-2;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;CHERRY;0;0;; 	23,99  € ; 	23,99  € ;;LDLC PRO;;
TN213Y;CARTOUCHE TN213Y JAUNE INEO+203/253;1;BRO-;BRO-TN213Y;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;BROTHER;ENCRES TONERS;0;; 	135,00  € ; 	-      ;AMAZON;;1PA0D72D2;
TN213C;CARTOUCHE TN213 CYAN INEO-203/253;1;BRO-;BRO-TN213C;NUFARTSTKSTD;CONSOMMABLES;CONSOMMABLES;BROTHER;ENCRES TONERS;0;; 	-      ; 	-      ;AMAZON;;1PA0D74D2;
SDR/256GB;Carte mémoire SDXC UHS-I U3 256 Go;1;KIN-;KIN-SDR/256GB;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;KINGSTON;MEMOIRES;0;; 	83,29  € ; 	54,72  € ;;TECH DATA FRANCE;740617275933;
KX-NCP1104X;CARTE DSP 4 VOIES TELEPHONIE VOIP;1;PAN-;PAN-KX-NCP1104X;NUFARTSTKSTD;MATERIEL;RESEAU;PANASONIC;ACCESSOIRES;0;; 	300,00  € ; 	399,00  € ;K1;INTEGRASYS;5025232487240;
DS-2CD752MF-FB;Camera dome Hikvision;1;HIK-;HIK-DS-2CD752MF-FB;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;HIKVISION;VIDEO;0;402938001; 	1 000,00  € ; 	-      ;D3;;DS-2CD752MF-FB;
DS-2DE5220IW-AE;Caméra Dôme 2MP zoom 20X 150m IR;1;HIK-;HIK-DS-2DE5220IW-AE;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;HIKVISION;VIDEO;0;; 	1 700,00  € ; 	1 417,50  € ;;ACTN;;
CABRJ45RS232;Cable RS232/RJ45 1,5m;1;CAB-;CAB-CABRJ45RS232;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;GENERIQUE;0;0;; 	9,00  € ; 	-      ;I3;;CABRJ45RS232;
FCC5EM-5M;cable réseau 5m;1;;;;;;;;;; 	2,81  € ; 	6,00  € ;I3;ALSO;3700224706432;
35232;Câble mini optique 2m;1;CAB-;CAB-35232;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;GENERIQUE;0;0;; 	19,00  € ; 	-      ;K4;;;
B07HDMIDVI;Cable HDMI vers DVI;1;CAB-;CAB-B07HDMIDVI;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;GENERIQUE;0;0;; 	9,00  € ; 	9,00  € ;;AMAZON;X000PU75HJ;
CVGP34000BK15;Câble HDMI 4K haute vitesse avec Ethernet Noir - 1.5 mètre;1;NED-;NED-CVGP34000BK15;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;NEDIS;0;0;; 	9,00  € ; 	9,00  € ;B4;LDLC PRO;;
1285718-62;Câble de raccordement Axing MAK 200-80 [1x F mâle - 1x F mâle] 2 m blanc;1;CAB-;CAB-1285718-62;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;GENERIQUE;0;0;; 	6,76  € ; 	6,76  € ;A3;CONRAD;7611682001150;
MC712-1.5M;Câble audio stéréo jack 3,5 mâle / mâle - 1.5m;1;MCL-;MCL-MC712-1.5M;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;MCL;0;0;; 	1,57  € ; 	8,55  € ;I3;TECH DATA FRANCE;3700224735029;
SLC500-8E;Câble antivol V7 1,5m;1;V7-;V7-SLC500-8E;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;V7;0;0;; 	19,99  € ; 	7,43  € ;B1;;4038489014269;
MQ4444V;Boîtier de table en saillie vide 4 plastrons;1;GEN-;GEN-MQ4444V;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;GENERIQUE;0;0;; 	91,00  € ; 	89,00  € ;K1;ERARD D3C;MQ4444V;
MD-EU;Bluelounge MINIDOCKIPHONE Adaptateur de charge pour iPod et iPhone;1;BLU-;BLU-MD-EU;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;BLUELOUNGE;0;0;; 	4,16  € ; 	4,08  € ;AMAZON;;736211527677;
5J.J8M10.001;Benq WM04G4 5J.J8M10.001 Wall Projector Mount for Benq Ultra Short Projectors;1;BEN-;BEN-5J.J8M10.001;NUFARTSTKSERIE;MATERIEL;ECRANS;BENQ;0;0;; 	-      ; 	-      ;A0;;4718755051852;
BX500CI;Back-UPS 500VA AVR IEC outlets line interactive;1;APC-;APC-BX500CI;NUFARTSTKSERIE;MATERIEL;PERIPHERIQUES;APC;ONDULEURS;0;5B1928T14393; 	109,00  € ; 	89,10  € ;C1;TECH DATA FRANCE;;
AVERC20I;AVER Chariot de recharge pour 16 PC portable - Design compact et ergonomique  - Charge intelligente avancée - Prises auxiliaires externes - LED de statut de charge;1;AVE-;AVE-AVERC20I;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;AVER;EDUCATION;0;; 	1 097,10  € ; 	1 097,10  € ;;EET EUROPARTS;;
TL-WPA4220KIT;AV500 2-port WiFi Powerline Extender KIT, including 1 TL-WPA4220 and 1 TL-PA4010;1;;;;;;;;;; 	66,81  € ; 	66,81  € ;D3;LDLC PRO;6935364032258;
MD464ZM/A;Apple Thunderbolt to FireWire Adapter;1;APP-;APP-MD464ZM/A;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;APPLE;0;0;; 	29,17  € ; 	29,17  € ;B4;TECH DATA FRANCE;4547597800867;
858170;Antenne RLAN;1;GEN-;GEN-858170;NUFARTSTKSTD;MATERIEL;RESEAU;GENERIQUE;ACCESSOIRES;0;; 	1 500,00  € ; 	-      ;A2;;858170;
75631;Angle extérieur 85 à 120° - pour goulotte à clippage direct Prog Mosaic 50x80;1;GEN-;GEN-75631;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;GENERIQUE;0;0;; 	-      ; 	-      ;K3;;3245060756314;
MA200;"Amplificateur mélangeur - Puissance: 200 Watt 100V et impédance de sortie 8 Ohm, 1x entrée jack niveau micro en façade 2 entrées XLR avec priorité thomann à l'arrière, Entrées 2 à 4 XLR niveau micro avec alimentation fantôme commutable 3 entrées ligne Sortie enregistrement 3 niveaux de priorités EQ 2 bandes Sortie 8 Ohm vers 4 enceintes avec interrupteur marche/ arrêt Format rack 19"" - 2U";1;GEN-;GEN-MA200;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;GENERIQUE;0;0;; 	720,00  € ; 	684,00  € ;A1;THOMANN;1606357704822;
MP-5000;Amplificateur Mc Crypt MP 5000;1;MCC-;MCC-MP-5000;NUFARTSTKSTD;MATERIEL;SON;MC CRYPT;0;0;; 	115,83  € ; 	-      ;L4;;;
MP-2000;Amplificateur Mc Crypt MP 2000;1;MCC-;MCC-MP-2000;NUFARTSTKSTD;MATERIEL;SON;MC CRYPT;0;0;; 	80,00  € ; 	-      ;L4;;;
BX-208U3;ADVANCE MOBILITY DISK S8 Boitier externe USB 3.0 en métal pour disque dur 2.5'' SATA;1;ADV-;ADV-BX-208U3;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;ADVANCE;0;0;; 	14,08  € ; 	-      ;C2;LDLC PRO;;
75690;Accessoire Soluclip - pour goulotte Prog Mosaic clip direct - Blanc;1;GEN-;GEN-75690;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;GENERIQUE;0;0;; 	-      ; 	-      ;K3;;3245060756901;
PM-MZ80;ABPUS Premium screen modèle PM-MZ80;1;;;;;;;;;; 	-      ; 	-      ;I0;;;
810759;2 Angles Extérieurs 15x30 Mm;1;GEN-;GEN-810759;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;GENERIQUE;0;0;; 	-      ; 	-      ;K3;;4018475250864;
F26084-V320-A110;19x Fujitsu Keyboard and Mouse F26084-V320-A110;1;FUJ-;FUJ-F26084-V320-A110;NUFARTSTKSTD;MATERIEL;ACCESSOIRES;FUJITSU;0;0;; 	-      ; 	-      ;B2;;10600198781;
